id,created_at,text
292448698892443649,2013-01-19 01:49:37,Devops good news! Devops is 100% peoples and culture so you not have of understand functional programming!
292446816262320128,2013-01-19 01:42:09,In startup we are have new problem of deal with Big Metadata.
292361630111645696,2013-01-18 20:03:39,In startup we are always start with plan C.
292117501616193536,2013-01-18 03:53:34,In startup we are pull plug on site periodic so user not get too pamper.
292115409585442816,2013-01-18 03:45:15,Best decision we ever make in startup was outsource all site outage to Cloud provider.
291984364869394432,2013-01-17 19:04:32,Senior devops is walk into bar. Junior devops is walk into server room of bar.
291940632170221568,2013-01-17 16:10:45,Fact: 'shit is happen'. Opinion: 'We are offer SLA of five 9 uptime'.
291769813020336128,2013-01-17 04:51:58,Every web site is evolve until is fail in monetize social graph of its user.
291303367731462145,2013-01-15 21:58:29,"Best way for explain concept of DevOps to CIO: is like TaskRabbit, but power by The Avengers."
291298190970474500,2013-01-15 21:37:55,"If you are senior devops, best gift you can able give junior devops is teach how fail fast."
291257885663571969,2013-01-15 18:57:45,In devops we are put fail in failover.
291243959370518528,2013-01-15 18:02:25,90% of devops are fail simple interview question of what is most critical piece of infrastructure. Is outgoing mail on Nagios server!
291203821953245184,2013-01-15 15:22:56,90% of 5 Why exercise is result in open can of worm.
291044704278167552,2013-01-15 04:50:39,In lean startup we are only use 3rd party software which is enterprise-ready.
291036824250499072,2013-01-15 04:19:20,"If is ain't distributed, not fix it."
291023955593158657,2013-01-15 03:28:12,Devops remember is never cause for panic unless thing is work perfect from start!
291013159664361472,2013-01-15 02:45:18,Hard part in devops is make money from wheel after you are reinvent it.
289866259925987328,2013-01-11 22:47:56,First requisite of get shit done is be able for deal with lot of shit.
289782091250532352,2013-01-11 17:13:29,Software project 1) On time 2) On budget 3) With quality. You can not able pick any.
289777231683788801,2013-01-11 16:54:10,Yesterday I have bird and bee discussion with junior devops for make realize cloud instance is born of real hardware.
289132378692141056,2013-01-09 22:11:45,If you are want of do real work you can not able use cloud because nothing is real in cloud.
289127174835933186,2013-01-09 21:51:04,Best Big Data analytic is base on guesstimate.
288698056470315008,2013-01-08 17:25:55,Big Data is any thing which is crash Excel.
288509125728563202,2013-01-08 04:55:10,Distributed database is only as good as network engineer which is in charge of push cable all way in switch port.
288506821692510210,2013-01-08 04:46:01,If unit test are pass 100% of time you are do it wrong.
288084202019254272,2013-01-07 00:46:40,Difference of senior programmer and junior programmer is one thousand segfault.
287685461772730369,2013-01-05 22:22:13,"If at first you are not succeed, is time for abandon node.js."
286932296311898114,2013-01-03 20:29:25,"For devops manager: if task is take 15 min, then first break into two 30 minute tasks then delegate."
286926595283881984,2013-01-03 20:06:45,In devops we are sometimes drop one 9 out of five 9s because we are get too bored.
286705055887933440,2013-01-03 05:26:26,1+1=2 only in legacy system. In modern distributed database with eventual consistent is 1+1=1.
286341992852643840,2013-01-02 05:23:45,In devops we are face fiscal cliff every year when Oracle license is up for renew.
286284560076009472,2013-01-02 01:35:32,"In 2013 is too many cloud, too little time."
286283041565990914,2013-01-02 01:29:30,Resolution #2 for year 2013 is put back Java in Javascript.
286280740537257984,2013-01-02 01:20:22,Resolution for year 2013 is cut money pay for cloud in half by run A with no H.
285853621592154112,2012-12-31 21:03:08,Mining of Big Data is problem solve in 2013 with zgrep.
285850703275102208,2012-12-31 20:51:33,In 2013 will be configuration management tool of choice as of usual ssh command wrap in for loop in bash script.
285540739709030401,2012-12-31 00:19:52,Worst failure in devops are happen in high availability architectures (also know as Paradox of RAID Controller Failure).
285529779212517377,2012-12-30 23:36:18,"#1 most use Unix command is ""ls-l a""."
284814710107426816,2012-12-29 00:14:53,In devops we are only as good as last success reboot of Cisco core switch.
284493238251954177,2012-12-28 02:57:28,Is take most senior devops for introduce most spectacular bug.
284488802649640960,2012-12-28 02:39:50,Junior devops are soon learn lesson of they own their reliability. Senior devops are soon learn lesson of they own their nonreliability.
284415640805208064,2012-12-27 21:49:07,"In agile startup we have policy of ""is not bug, is feature"" unless bug is open by CEO."
283358684032147457,2012-12-24 23:49:09,"Effect of observer in devops: once you are optimize metric, is lose relevance as metric."
283335826258161666,2012-12-24 22:18:19,For start of new year I am recommend you discard all advice and opinion of cloud expert from last 3 year.
283330070549000194,2012-12-24 21:55:27,"5 Hot of Technology for Internet in 2013: BGP, DNS, SMTP, SNMP, HTTP."
282698588075737088,2012-12-23 04:06:10,Every advance civilization is progress until is run out of IPv4 address.
282633510945185792,2012-12-22 23:47:34,When you are deploy new infrastructure first ICMP reply is hardest.
282336445711147008,2012-12-22 04:07:08,First stumbling block in career of new programmer is compose of commit message.
282330518849212417,2012-12-22 03:43:35,90% of insight in Big Data is base on Small Data.
281990459285458945,2012-12-21 05:12:19,In devops is end of world only when EC2 is run out of capacity.
281781627129036802,2012-12-20 15:22:29,Troubleshoot of VPN tunnel is colonoscopy of devops.
281624951298093056,2012-12-20 04:59:55,I am big believe in Continuous Deployment as long as is not touch production.
281446127440654336,2012-12-19 17:09:20,In startup we are allow all developer use 20% of time for write code with not TDD so they can able of actual get shit done.
281436452867420160,2012-12-19 16:30:53,Advantage of Agile is can able of allow you get nowhere much faster.
281434944797028352,2012-12-19 16:24:54,Is not devops if dev is not on pager.
281242898165538818,2012-12-19 03:41:46,"Law of Murphy for devops: if thing can able go wrong, is mean is already wrong but you not have Nagios alert of it yet."
280900066682757120,2012-12-18 04:59:29,"If you can not able use Perl for answer, you are ask wrong question."
279446463115825152,2012-12-14 04:43:23,In devops method of 5 Why is simple. You are start with problem and work in backwards until you are find root cause of router is down.
279435992052666370,2012-12-14 04:01:46,Only 10% in devops are know how of work with Big Data. Only 1% are realize they are need 2 Big Data for fault tolerance.
278680400006623232,2012-12-12 01:59:19,90% of problem in devops can able solve with one of 3 thing: 1) SSD 2) CDN 3) AWS
278672325891743745,2012-12-12 01:27:14,All work and no play is make Jack CCNA.
277082809993142272,2012-12-07 16:11:04,In devops we are happy even if is shit bad because we are know how much of worse is can able be.
277075024408629248,2012-12-07 15:40:08,"Paradox of cloud: more reliable is site seem to user, less sleep is get for devops in charge of site."
276911264368828416,2012-12-07 04:49:24,Show me result you are want and I am tailor benchmark which is show your result.
276716275361796096,2012-12-06 15:54:35,Childrens of J2EE devops are have unfair advantage for assemble Lego because they can able use Spring Integration.
276710939569565696,2012-12-06 15:33:23,Is nothing better as toy example not connect to real world for get talk accept at conference.
276364819794366466,2012-12-05 16:38:02,"In devops is success 5% inspiration, 15% git clone, 25% copy and paste and 55% bulls shit."
276348079660224512,2012-12-05 15:31:31,Source of HP is tell me they are abandon hardware business and focus on cloud because is not need of hardware if you are use cloud.
276345222609387520,2012-12-05 15:20:09,You are not true Java programmer if you are not write enterprise software for personal project.
276182307004616704,2012-12-05 04:32:47,In devops nostalgia is when you are label SSD with letter A:
276176307551879168,2012-12-05 04:08:57,Choose name of server is all fun and game until you are terminate wrong instance of MySQL master server.
276008217602039809,2012-12-04 17:01:01,Only consolation for devops who are need of manual shard of database is they are in 1%.
275821893259505664,2012-12-04 04:40:38,If you are do actual work more of 2 hour in day you are do it wrong. #leanstartup
275747894651412480,2012-12-03 23:46:35,In startup we are have Minesweeper contest while we are wait for vary ruby gem for install.
274547989383610368,2012-11-30 16:18:36,Main difference is continuous deployment is break web site 40% of time and continuous delivery is break web site 80% of time.
274366602252804096,2012-11-30 04:17:50,"Main difference of data center and cloud: in data center you are need 2 of everything, in cloud you are need 20 of everything."
274313048871809024,2012-11-30 00:45:02,Little know fact is 90% of Big Data is result in No Data.
274194335656984576,2012-11-29 16:53:18,"I am almost finish with ""Knuth Vol. 3 Sorting and Searching for Dummies""."
273575096248061952,2012-11-27 23:52:40,In startup we are pass stage of infrastructure as code and we are now work on infrastructure as bug.
273549120277467136,2012-11-27 22:09:27,"You can only able have 2 of 3: enterprise, cloud, strategy."
272909526288715777,2012-11-26 03:47:56,For name scheme of server I am recommend snowflake follow by number.
272894200666808321,2012-11-26 02:47:02,Worst of day in devops is when Cyber Monday is fall on Friday.
271394662290444288,2012-11-21 23:28:24,"In devops is no try, is only catch or not catch of exception."
270898059356041218,2012-11-20 14:35:05,In devops only certification is when you have work 48 hour with not sleep.
270897297045458944,2012-11-20 14:32:03,Rule #1 of agile startup is never of use QA team when you can able pay customer for find worst bug.
268907409169346560,2012-11-15 02:44:57,Regret in devops is when you are monitor cloud instance which was terminate of last week.
268904394630770688,2012-11-15 02:32:58,Is always disk space issue unless you are follow best practice of have database in RAM.
268017705108504577,2012-11-12 15:49:35,Is not site outage if nobody is tweet of it.
268009112812519424,2012-11-12 15:15:26,I am almost finish with article for IT World has interview with all 7 customer of Azure cloud.
266935226771578880,2012-11-09 16:08:12,"Hater is go for hate, but Yahoo Mail is still #1 in Czechoslovakia."
266927463408472066,2012-11-09 15:37:21,Enterprise Big Data is start with Hadoop over iSCSI and is end with broke dream.
266924384634171393,2012-11-09 15:25:07,Behind every of successfully devops is Perl skeleton in closet.
263989008105873408,2012-11-01 13:00:58,@elliot_bentley @JAXenterCOM you can able send electronic postage for devopsborat at yahoo point com.
261454615046918144,2012-10-25 13:10:12,In startup we have immediate open for 2 devops which are need for port Perl codebase to Akka!
261452373585694721,2012-10-25 13:01:18,Devops is good news! You are not need unit test if you are do continuous deployment to cloud!
261447541885894657,2012-10-25 12:42:06,In startup we are do load test by choose vendor with best of publish performance number.
261317318393622528,2012-10-25 04:04:38,Is not over until core router is say is over.
261313867546755072,2012-10-25 03:50:55,When you are run DROP DATABASE you are have of many problem but Big Data is not of one of them.
256046515959787520,2012-10-10 15:00:21,Non devops are need of learn email is not best way of contact devops. Best way is not contact.
255823373337251840,2012-10-10 00:13:39,Source of Google is tell me for employee is Google+ or Xoogler.
253867172437299202,2012-10-04 14:40:25,In devops we are ignore any of email which is not come from Nagios.
253516404198871041,2012-10-03 15:26:35,"I can able watch preview of talking on ""How we use technology internally at Google"". Is 354 blank slide."
252968237497741312,2012-10-02 03:08:22,In startup we are practice Pager Driven Operations.
251885078794366976,2012-09-29 03:24:17,Worst mistake is always happen in batch.
251855465502359553,2012-09-29 01:26:36,In devops nobody is get fire for buy open source.
250323412109643776,2012-09-24 19:58:46,In startup we are apply strategy of one size fail all.
249156785506746368,2012-09-21 14:43:01,"I final have ebook out ""System Engineering for Dummy""! Is 231 page on dd command."
249006925767909376,2012-09-21 04:47:32,"You can not able full understand DNS unless you are name Paul Mockapetris, Paul Vixie or Cricket Liu."
248770195580125185,2012-09-20 13:06:51,In devops is turtle all way down but at bottom is perl script.
248605808596746240,2012-09-20 02:13:38,Is so easy of get start with devops! First step is tail -f /var/log/messages.
248481867756601344,2012-09-19 18:01:08,What is happen in cloud is stay in cloud because nobody can able reproduce outside of cloud.
247686476454830080,2012-09-17 13:20:32,"Lean Analytic is when you are exclusive use of find, grep and wc."
246617427310428160,2012-09-14 14:32:31,In devops we are have 28 different word for 'blame'.
246261192874680320,2012-09-13 14:56:58,Data Analytic is base on 20% fact and 80% IMHO.
246007798478024704,2012-09-12 22:10:04,In startup we are only deploy dashboard if is know to produce orgasm for Tufte.
245668220122578944,2012-09-11 23:40:42,Source of Oracle is tell me they are buy Mark Shuttleworth next.
244496054521827328,2012-09-08 18:02:56,80% of self profess devops are sysadmin which have wet dream they are developer.
243176275848601601,2012-09-05 02:38:36,"Is not of Big Data you are ingest, is of Analytic you are excrete."
243009814349893632,2012-09-04 15:37:09,Nagios alert or is never happen.
242836721404895232,2012-09-04 04:09:20,All devops are evolve until they are become tool.
239474473349304323,2012-08-25 21:28:58,If 5 Why technique is not always point to computer fault you are do it wrong.
239472743203090433,2012-08-25 21:22:05,All language are evolve until they are become 4GL.
236531305964269569,2012-08-17 18:33:52,Law of social media: API is free only if people are click on ads on home page of API creator.
235951464227422208,2012-08-16 04:09:47,You can able tell junior devops by they are believe thing are exist which are both important and not in backup.
235582974744211456,2012-08-15 03:45:32,Good way of ensure worst bug is escape in production is have 100% test coverage.
235579119771983872,2012-08-15 03:30:13,In devops is not correct 'shit hit fan' but 'shit hit load balancer'.
235443882475794432,2012-08-14 18:32:50,Big devops mistake #1: boast of use Cloud and Big Data. Big devops mistake #2: not use Cloud and Big Data.
235163166810705921,2012-08-13 23:57:22,Big Data Analytic is show 80% of code on GitHub is crap and other 20% is not compile.
235161966480588800,2012-08-13 23:52:36,Explanation for junior devops: code is hot air balloon and unit test is ballast. Is fun of throw away all ballast!
234098347181473792,2012-08-11 01:26:09,In 75% of case if you are clean Big Data you are get Small Data.
233980241494814720,2012-08-10 17:36:51,When programmer are talk of safe sex they are actual think of code with unit test. And other way around.
233966258180206595,2012-08-10 16:41:17,In devops are simple substitution for make meaning more clear. Example s/cluster/clusterfuck/. Example s/80% done/will never be finish/.
233961182246084608,2012-08-10 16:21:07,I have almost finish manage IT for Olympic 2012. Two thing of remember: 1) 100% uptime. 2) 0% Cloud.
233958285953355776,2012-08-10 16:09:36,@AlexaMorales please of send question to devopsborat yahoo.
228878149688107009,2012-07-27 15:42:57,Devops are sysadmin but with not knowledge of layer 3 and below.
228876164817645568,2012-07-27 15:35:04,When devops are say 'hybrid cloud' is mean 50% automate public cloud and 50% manual data center rack.
228722132954259456,2012-07-27 05:23:00,OpenStack is Esperanto of cloud. Same adoption.
225776502250283008,2012-07-19 02:18:07,Difference of dev and ops in 2012 is web site can able write itself but can not able scale itself.
225614159096717315,2012-07-18 15:33:01,Senior devops are have own Wikipedia page. Junior devops are have own Wiki page.
225610172901490688,2012-07-18 15:17:11,Devops STD is get by call wrong API.
225371048516927489,2012-07-17 23:26:59,Source of Yahoo is tell me first product launch of Marissa Mayer is Yahoo Plus.
225363054622285824,2012-07-17 22:55:13,At conference you can able tell cloud devops by they are always leave dinner for respond to pager.
225254282671292416,2012-07-17 15:43:00,In devops term for 'something we are not understand' is 'machinery'.
224951003777208320,2012-07-16 19:37:53,In startup we are only hire entrepreneur type which mean everything is rewrite from scratch every 2 year.
224215058849349633,2012-07-14 18:53:30,"If you are think Perl is impossible for answer, you are ask wrong question."
224171832771739648,2012-07-14 16:01:44,Bad code is become liability after 6 month. Good code after 36 month.
223958565633802241,2012-07-14 01:54:17,Source of CERN is tell me next monumental task for them is find trace of Linux on desktop.
223933571059040259,2012-07-14 00:14:58,In startup most of time spend by devops team is teach team of Data Scientist use find and grep.
223819037514268672,2012-07-13 16:39:51,In startup we are only use technology which is have For Dummies book.
223579009081020416,2012-07-13 00:46:04,Cloud virgin is when you are think NFS in cloud is next best of thing after EBS.
223570350003339265,2012-07-13 00:11:39,Source of Google is tell me next version of Android is optimize for Hadoop.
223556198866235393,2012-07-12 23:15:25,"If programmer is tell you task is next on todo list, is mean next year."
223475112677085185,2012-07-12 17:53:13,In devops 80% of battle is know which is cause and which is effect.
223158883974250497,2012-07-11 20:56:38,"In startup we are only use cloud which is hybrid, agile and open."
222841238930456578,2012-07-10 23:54:26,In startup we are always maintain N+1 redundancy for shell scripts.
222837225921060864,2012-07-10 23:38:29,"Hello World in cloud is involve 1 load balancer, 3 web server and 2 database server."
222502263455875072,2012-07-10 01:27:28,For understand devops terminology you need of replace 'continuous' with 'half ass automated'.
222442628774510592,2012-07-09 21:30:30,Source of GitHub is tell me they have next step of acquire Facebook.
222067031183335425,2012-07-08 20:38:00,In startup we are only hire cofounder and above.
221366225329061888,2012-07-06 22:13:15,If is too good for be true is mean is only ever deploy in staging not production.
221093156970692609,2012-07-06 04:08:10,Beautiful code is never work in production.
220286910042619905,2012-07-03 22:44:26,Almost finish article for GigaOM on 'Analyze yours Big Data with Hadoop in 760 easy step'.
220199574348890113,2012-07-03 16:57:24,Every of devops team is have at least 3 shell script which is critical and is not in source control or backup.
218805280933298176,2012-06-29 20:36:58,Main advantage of Google Compute Engine over EC2 is instance can able fail twice as fast.
218779696417091585,2012-06-29 18:55:19,In startup we are only hire devops with Alma Mater of Udacity or Coursera.
218495698495221760,2012-06-29 00:06:48,"In startup we are practice NoOps, NoSQL and NoScrum."
218035440933019648,2012-06-27 17:37:54,Are 3 thing impossible in devops 1) Not Nagios alert for 1 day 2) Easy fast autoscale database 3) Develop all feature request by product
217843858254479360,2012-06-27 04:56:37,You can able tell junior devops by they have never type telnet:// in browser for access of remote host.
217743843913768960,2012-06-26 22:19:12,In startup we are apply Etsy model of new hire engineer is allow of bring site down on first day.
217735409105510402,2012-06-26 21:45:41,For devops TODO list I recommend use hash table.
217723437634961409,2012-06-26 20:58:07,Big Data Analytic is show 100% of attendee of #velocityconf is devops. Also 0.5% of attendee is dev.
217710632248672256,2012-06-26 20:07:14,Road to devops hell is pave with good intention of vendor.
217708141033431041,2012-06-26 19:57:20,"If is worth make infrastructure scalable, is worth make it infinite scalable."
213065811240296448,2012-06-14 00:30:22,"If you can not able do it from command line, is not worth do it."
212970614858858498,2012-06-13 18:12:06,You can not able be PaaS expert if you ever run ./configure; make; make install.
212704442406023168,2012-06-13 00:34:25,You are not senior devops if you have never write direct to socket in your life.
212664225754132480,2012-06-12 21:54:37,In devops word for crap is 'alpha'.
212229998663319552,2012-06-11 17:09:09,Big Data Analytic is show devops are spend 12.5% of life in type 'ls- la'.
210810075240083457,2012-06-07 19:06:53,In startup we are use new technique call 5 Why Not Me for show how nobody is of blame for outage.
210800550034407425,2012-06-07 18:29:02,In next of 2 year most common cloud rollout strategy is 'PaaS and Pray'.
210503246878490625,2012-06-06 22:47:39,Oracle Cloud is combine best of both world: cheap of Oracle Enterprise DB and simple of J2EE.
210166324285018113,2012-06-06 00:28:51,In cloud nothing is real.
210012212079771648,2012-06-05 14:16:27,Big Data Analytic is show 90% of devops which are use word 'benchmark' in sentence are also use word 'laptop' in same sentence.
209765305260580865,2012-06-04 21:55:20,Big Data Analytic is show most request feature in cloud is Ctrl-Z.
209720453881798656,2012-06-04 18:57:07,For every minute you are spend install package from source your life is get short by 2 minute.
209711944163262464,2012-06-04 18:23:18,Main difference of junior and senior devops is 4 programming language.
209384681781731328,2012-06-03 20:42:52,In devops are 10% get shit done. Rest are get bullshit done.
208678459277443074,2012-06-01 21:56:36,June is Month of Awareness for Backup. For celebrate I am recommend restore.
208600776900227072,2012-06-01 16:47:55,1 million monkey hit random key for 1 million year can able generate Hamlet but not internal Wiki documentation.
208599587362062338,2012-06-01 16:43:11,If you are devops struggle with Chef is help of think it as Puppet++.
208575205315059713,2012-06-01 15:06:18,Pure luck is play 40% role in any of continuous delivery process.
208370331830849538,2012-06-01 01:32:13,Is shock when you are discover most of senior devops are bots.
208341534196768768,2012-05-31 23:37:47,In devops you are either with us or you are use Windows.
208337961471840257,2012-05-31 23:23:35,Fundamental law of devops: after enough of time all storage system is become too small or too slow.
208328087081975810,2012-05-31 22:44:21,Junior devops is when you are not yet know of all road is lead to Nagios.
207924022007177216,2012-05-30 19:58:44,80% of devops are blow own horn. Only 10% of they are also monitor it.
207602504278614019,2012-05-29 22:41:08,Any sufficient large quantity of data is indistinguish from Big Data.
207600109469437952,2012-05-29 22:31:37,If use Linux VM in Microsoft Azure cloud please of read small print first! You are oblige of patch and reboot every of Tuesday!
207596914458361856,2012-05-29 22:18:56,"In devops are 80% talk the talk, 15% talk the walk and 5% walk the walk."
203273497668100097,2012-05-17 23:59:13,30% of every thing in devops is fucking lie.
203271988452671488,2012-05-17 23:53:13,80% of initiative which are include 1 step forward are also include 2 step back.
202905858701668352,2012-05-16 23:38:21,Every thing is 10x in cloud. Especially I/O latency.
202852611500675073,2012-05-16 20:06:46,We have lawsuit of 2 big ISP in Kazakhstan and judge is learn how easy is of deploy private cloud on laptop with Vagrant!
202612681004433408,2012-05-16 04:13:22,You can able tell junior devops by they are still not learn of manual change on server is overwrite in next 15 minute by Puppet.
202510212081520640,2012-05-15 21:26:11,First step for avoid DoS attack is block 127.0.0.1.
202501609828257792,2012-05-15 20:52:00,48% of devops are automate their test. 12% are test their automation. 3% are do both.
202498497520467968,2012-05-15 20:39:38,Big Data Analytic is show 80% of devops are on probation for technical debt.
202462529702735874,2012-05-15 18:16:43,Main difference of dev and ops is ops are debug exclusive by use print to stdout.
202195213291233281,2012-05-15 00:34:30,Famous last word in devops: RTFM.
202193276630077440,2012-05-15 00:26:48,In startup we are only accept git push request.
200358194940354561,2012-05-09 22:54:50,DevOps remember! For pickup hot date at bar is sufficient of speak JSON.
200340535876141056,2012-05-09 21:44:40,"If boss is understand task you are working on, you are do DevOps wrong."
200027645163999232,2012-05-09 01:01:21,In devops we can only able get shit done if we are move 95% of task to NOTTODO list.
199916837201395712,2012-05-08 17:41:02,You know open source product is impossible of use when creator is start consultancy around it.
199905239648829440,2012-05-08 16:54:57,In startup we have tenure for all devops is exact 1 year. They have choice of automate themself out of job or get fire.
199900759662407680,2012-05-08 16:37:09,In startup we are very busy of explain why we are need Hadoop so we not have time for use Hadoop.
199881882907844609,2012-05-08 15:22:09,In startup we have good velocity base on 2 week Waterfall sprint.
199636801533644801,2012-05-07 23:08:17,90% of Big Data of any engineer is in actual small.
198482200138747904,2012-05-04 18:40:18,In devops is 9 of 10 problem relate to storage.
198142406816841728,2012-05-03 20:10:05,Good thing is on Internet nobody know you are devops ninja.
198095528641306624,2012-05-03 17:03:49,In startup we are not allow dev team for talk to ops team except by API.
198079004568334336,2012-05-03 15:58:09,I never see Big Data solution which is not involve sed.
197717172242497537,2012-05-02 16:00:21,In startup is make or break time when CEO is want of install Big Data on laptop.
197712579030827008,2012-05-02 15:42:06,In startup we are have strict policy of 3 thousand fail unit test and you are out.
195296802554134528,2012-04-25 23:42:40,In startup we are only check in line of code that is get at least 10 RT.
195165653685121025,2012-04-25 15:01:32,In startup we are practice Continuous Delivery follow immediate by Continuous Revert To Old Code.
194951176335261698,2012-04-25 00:49:17,Source of Google is tell me they are soon launch new API is return 10 strongest password store on Google Drive.
194950729604145153,2012-04-25 00:47:30,"I am almost finish with book ""Rewrite from scratch instead of refactor for Dummies""."
194949317247774720,2012-04-25 00:41:53,In devops is intensity of opinion at technology as inverse proportion with experience at same technology.
194625969020088320,2012-04-24 03:17:01,In startup we are practice threesome programming.
194623711150751745,2012-04-24 03:08:03,"If you can not able express it in 20 line of code, is better of not express it."
193502180722999296,2012-04-21 00:51:29,In devops intuition is very small voice in head which is say not of run rm -rf /
193057984375558144,2012-04-19 19:26:24,Survey is show 90% of devops are spend first year of all new job by rewrite 90% of code of predecessor.
193020980195631104,2012-04-19 16:59:22,5% of devops are have infrastructure as code. Rest of 95% are have infrastructure as PowerPoint.
192677054808993792,2012-04-18 18:12:44,In devops we are all fan which is wait for shit to hit.
192315498443190272,2012-04-17 18:16:02,"Survey is show junior devops are still believe in Tooth Fairy, Santa Claus and documentation."
192276908879261696,2012-04-17 15:42:42,You can only able call yourself senior programmer if you are spend more minute in meeting as in write code.
192271992253190144,2012-04-17 15:23:09,Is all fun and game until you are need of put it in production.
